"plot","block","Entry","Name","Pedigree"
944,2,194,"TX02U 7047","TAMO386ERB/TAMO386R/92SAT24-4"
945,2,168,"NC14-1767","Gerard 224 / NC03-5579N"
946,2,17,"FL0772-R3","P0216A1-1/FL0023-E10-H1-J5"
947,2,91,"LA08021SBSBS-7-S1","FL01016-H4/LA99016"
948,2,216,"TX14OCS5031","TX02U7490//TX08CAS1796"
949,2,433,"LA17089SBS-25-2-1","LA10041SSBS-80 / LA99017"
950,2,123,"LA09092SBS-U1","UFRGS087157-3/LA08011,F1(BW1803 / MN04241)"
951,2,212,"TX14OCS5012","TX08Cas 1840//NF27"
952,2,103,"LA08085SBSBS-48","UFRGS 046048-1 F6/FL0206FSB-34-S1-B-S1"
953,2,311,"TX20CAS1082","TX14OCS5208/TX07CS1228//LA09066SBS-U3"
954,2,41,"HORIZON 270","FL95MEO29/TX93M2107"
955,2,270,"FLLA17078-54","LA10041SSBS-80 / LA16153,F1 (NC12-3578 / TX14OCS5208)"
956,2,434,"LA17126SBSS-48-1","MN11211 (SA081654)2 / LA10041SSBS-80"
957,2,58,"LA05011GSBSBSB-11","TAMO405/LA99016"
958,2,277,"FLLA17152-47","NC12-3447 / LA16016,F1 (BW 08-5 / MN11140)"
959,2,353,"TX19CAS0041","LA08085BS-T4//LA06071SBSB-S10/TAMO606"
960,2,380,"FLLA17069-49","LA09015SBS-U4 / LA99016"
